,link,Notebook neve,Raktáron,Ár,Régi Ár,Akciós Ár,Processzor leírás,Operációs rendszer,Memória,Háttértár,Grafikus vezérlő,Kijelző,Képfrissítés,Fényerő,LAN típus,Wi-Fi,Bluetooth,HDMI normál,USB 3.1,USB3.1 Type-C,Thunderbolt támogatás,Lighting csatlakozó,Optikai meghajtó,Billentyűzet,Audio leírás,Akkumulátor leírás,Méret,Súly,Garancia,Webkamera,USB 2.0,USB 3.0,Kártya olvasó,Extrák,További extrák,USB3.0 Type-C,Displayport mini,Érintő kijelző,HSDPA,VGA
30,https://www.notebook.hu/asus-zenbook-14-um431da-um431da-am023t-274568,"
Asus ZenBook 14 UM431DA (UM431DA-AM023T) Utópiakék
",Raktáron,,Régi ár: 299 900 Ft,279 900 Ft,"AMD® Ryzen™ 7-3700U Quad-core 2.3 GHz Mobile APU (4M Cache, up to 4.0 GHz)",Microsoft Windows 10 Home,8GB DDR4 2400MHz RAM,256GB M.2 PCIe SSD,Radeon™ RX Vega 10 Graphics,"14"" FullHD (1920 x 1080) WideView matt LCD",60 Hz,250 nit,,802.11 ac,v 4.2,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","ASUS SonicMaster sztereó audio rendszer surround hanggal; intelligens erősítővel a maximális hangteljesítményért Array mikrofon Cortana hangfelismerési támogatással, Harman Kardon minősítés",2 cellás 47Whr beépített,323.00x211.00x15.90 mm,1.39 kg,36 hónap,HD Webkamera (beépített),1 db,1 db,SD,TPM chip,NumberPad támogatás,1 db,,,,
31,https://www.notebook.hu/lg-gram-16-notebook-16z90p-g-aa55h-300526,"
LG gram 16 Notebook (16Z90P-G.AA55H) Obszidián fekete
",Raktáron,599 900 Ft,,,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Microsoft Windows 10 Home,16GB LPDDR4 4266MHz RAM,512GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"16"" WQXGA (2560 x 1600) IPS LCD",60 Hz,,,802.11 ax,v 5.1,1 db,2 db,2 db,Igen,Nem,USB (vásárolható),"Világítás, Magyar kiosztású",,80Whr beépített,355.90x243.40x16.80 mm,1.19 kg,36 hónap,HD Webkamera (beépített),,,microSD,"Ujjlenyomat olvasó, TPM chip",,,,,,
32,https://www.notebook.hu/asus-vivobook-s15-s533ea-s533ea-bn117-292006,"
Asus VivoBook S15 S533EA (S533EA-BN117) Gaia zöld
",Raktáron,289 900 Ft,,,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Operációs rendszer nélkül,8GB DDR4 2666MHz RAM,512GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"15.6"" FullHD (1920 x 1080) matt LCD",60 Hz,300 nit,,802.11 ax,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású",ASUS SonicMaster sztereó audio rendszer surround hanggal; intelligens erősítővel a maximális hangteljesítményért + Array mikrofon Cortana hangfelismerési támogatással; Harman Kardon minősítés,3 cellás 50Whr beépített,359.80x233.80x16.10 mm,1.80 kg,36 hónap,HD Webkamera (beépített),2 db,1 db,microSD,"Ujjlenyomat olvasó, TPM chip",,1 db,,,,
33,https://www.notebook.hu/asus-rog-zephyrus-m15-gu502lw-gu502lw-hc088t,"
Asus ROG Zephyrus M15 GU502LW (GU502LW-HC088T) Szürke
",Raktáron,,Régi ár: 699 900 Ft,679 900 Ft,"Intel® Core™ i7-10875H Processor (16M Cache, up to 5.1 GHz)",Microsoft Windows 10 Home,32GB DDR4 3200MHz RAM (2x16GB),1000 GB M.2 NVMe™ PCIe® 3.0 SSD,NVIDIA® GeForce™ RTX 2070 Max-Q 8GB GDDR6,"15.6"" UHD 4K (3840 x 2160) matt IPS LCD",60 Hz,400 nit,1000Mbps,802.11 ax,v 5.1,1 db,2 db,1 db,Igen,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","2 db hangszóró Okos erősítő technológiával, tömbmikrofon",4 cellás 76Whr beépített,360.00x252.00x18.90 mm,1.90 kg,36 hónap,,,1 db,,VR Ready,RGB billentyűzet háttérvilágítás,,,,,
34,https://www.notebook.hu/lenovo-ideapad-legion5-15imh05-82au005khv,"
Lenovo Legion 5 15IMH05 (82AU005KHV) Fekete
",Raktáron,,Régi ár: 419 900 Ft,379 900 Ft,"Intel® Core™ i7-10750H Processor (12M Cache, up to 5.00 GHz)",Operációs rendszer nélkül,8GB DDR4 2933MHz RAM,256 GB M.2 2242 PCIe NVMe 3.0x4 SSD,NVIDIA® GeForce™ GTX 1650Ti 4GB GDDR6,"15.6"" FullHD (1920 x 1080) matt IPS LCD (120Hz)",120 Hz,300 nit,1000Mbps,802.11 ac,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","HD Audio, Realtek ALC3287 codec / beépített Herman hangszórók (2W x 2), Dolby® Atmos + Dual Tömbmikrofon",80Whr beépített,363.06x259.61x24.00 mm,2.30 kg,36 hónap,HD Webkamera (beépített),,4 db,,TPM chip,4 zónás RGB billentyűzet háttérvilágítás,1 db,,,,
35,https://www.notebook.hu/asus-zenbook-14-um425-um425ia-hm032t-298382,"
Asus ZenBook 14 UM425 (UM425IA-HM032T) Fenyőszürke
",Raktáron,,Régi ár: 419 900 Ft,399 900 Ft,"AMD® Ryzen™ 7-4700U 8 magos 2.0 GHz Mobile APU (4M Cache, up to 4.1 GHz)",Microsoft Windows 10 Home,16GB LPDDR4X RAM,1TB M.2 PCIe SSD,AMD Radeon™ Graphics,"14"" FullHD (1920 x 1080) WideView matt LCD",60 Hz,400 nit,,802.11 ax,v 5,1 db,,2 db,Igen,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","Smart Amp Technology, Beépített hangszórók, Harman/Kardon minősítés + Tömbmikrofon",4 cellás 67Whr beépített,319.00x208.00x13.90 mm,1.13 kg,36 hónap,"IR Webkamera, Windows Hello támogatással",,1 db,microSD,TPM chip,"NumberPad támogatás, US MIL-STD 810G minősítés",,,,,
36,https://www.notebook.hu/lenovo-ideapad-legion5-15imh05-81y60071hv,"
Lenovo Legion 5 15IMH05 (81Y60071HV) Fekete
",Raktáron,,Régi ár: 509 900 Ft,499 900 Ft,"Intel® Core™ i7-10750H Processor (12M Cache, up to 5.00 GHz)",Operációs rendszer nélkül,8GB DDR4 2933MHz RAM,512GB M.2 2242 PCIe NVMe 3.0x4 SSD,NVIDIA® GeForce™ RTX 2060 6GB GDDR6,"15.6"" FullHD (1920 x 1080) matt IPS LCD (144Hz)",144 Hz,300 nit,1000Mbps,802.11 ax,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","HD Audio, Realtek ALC3287 codec / beépített Herman hangszórók (2W x 2), Dolby® Atmos + Dual Tömbmikrofon",4 cellás 60Whr beépített,363.06x259.61x24.00 mm,2.30 kg,36 hónap,HD Webkamera (beépített),,4 db,,TPM chip,4 zónás RGB billentyűzet háttérvilágítás,1 db,,,,
37,https://www.notebook.hu/asus-rog-zephyrus-g14-ga401-ga401qm-hz052-301807,"
Asus ROG Zephyrus G14 GA401 (GA401QM-HZ052) fehér
",Raktáron,609 900 Ft,,,"AMD® Ryzen™ 7-5800HS 8-magos 3.2 GHz (16M Cache, up to 4.4 GHz)",Operációs rendszer nélkül,16GB (2x8) DDR4 3200MHz RAM,1TB M.2 PCIe SSD,NVIDIA® GeForce™ RTX 3060 6GB GDDR6,"14"" FullHD (1920 x 1080) matt LCD",144 Hz,300 nit,,802.11 ax,v 5.1,1 db,2 db,2 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","2 db 2,5 W-os hangszóró Okos erősítő technológiával;  2 db 0,7 W tweeterrel, Array mikrofonnal; Dolby Atmos technológiával",4 cellás 76Whr beépített,324.00x220.00x19.90 mm,1.70 kg,36 hónap,Nincs,,,,VR Ready,,,,,,
38,https://www.notebook.hu/huawei-matebook-d15-bohrk-wap9ar-276958,"
Huawei MateBook D15 (53010XUF) ezüst
",Raktáron,,Régi ár: 299 900 Ft,289 900 Ft,"AMD® Ryzen™ 7-3700U Quad-core 2.3 GHz Mobile APU (4M Cache, up to 4.0 GHz)",Microsoft Windows 10 Home,8GB DDR4 2400MHz RAM,512GB M.2 PCIe SSD,Radeon™ RX Vega 10 Graphics,"15.6"" FullHD (1920 x 1080) matt IPS LCD",60 Hz,250 nit,,802.11 ac,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Nincs numpad, Magyar kiosztású",Beépített hangszórók + digitális dual mikrofon,3 cellás 42Whr beépített,357.80x229.90x16.90 mm,1.60 kg,36 hónap,HD Webkamera (beépített),2 db,1 db,,Ujjlenyomat olvasó,"G-szenzorok, Hall szenzor",1 db,,,,
39,https://www.notebook.hu/hp-pavilion-x360-14-dw0006nh-1g8q2ea-276787,"
HP Pavilion x360 14-dw0006nh (1G8Q2EA) Természetes ezüst
",Raktáron,319 900 Ft,,,"Intel® Core™ i5-1035G1 Processor (6M Cache, Up to 3.60)",Microsoft Windows 10 Home,8GB DDR4 3200MHz RAM,256GB M.2 PCIe SSD,Intel® UHD Graphics,"14"" FullHD (1920 x 1080) fényes Multi-Touch IPS LCD",60 Hz,400 nit,,802.11 ax,v 5,1 db,,1 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású",B&O hangzás; Dupla hangszóró; HP Audio Boost 1.0,3 cellás 43Whr beépített,324.00x225.00x18.00 mm,1.61 kg,36 hónap,HP Wide Vision 720p HD kamera beépített digitális kétcsatornás mikrofonokkal,,2 db,"SD, SDHX, SDXC",Ujjlenyomat olvasó,Gyorsulásmérő; Giroszkóp; eCompass,,,Multi-Touch,,
40,https://www.notebook.hu/asus-x515-x515ma-br228t-294449,"
ASUS X515 (X515MA-BR228T) Szürke
",Raktáron,,Régi ár: 199 900 Ft,179 900 Ft,"Intel® Celeron® Processor N4020 (4M Cache, up to 2.80 GHz)",Microsoft Windows 10 Home,4GB DDR4 2400MHz RAM,256GB SSD,Intel® UHD Graphics 600,"15.6"" HD (1366 x 768) matt LCD",60 Hz,200 nit,,802.11 ac,v 4.1,1 db,,,Nem,Nem,USB (vásárolható),Magyar kiosztású,"SonicMaster Audio by ICEpower®, Beépített hangszórók + beépített mikrofon",2 cellás 37Whr beépített,360.20x234.90x19.90 mm,1.80 kg,24 hónap,VGA Webkamera (beépített),2 db,1 db,microSD,,,1 db,,,,
41,https://www.notebook.hu/asus-rog-zephyrus-g15-ga503qm-hq023-301531,"
Asus ROG Zephyrus G15 (GA503QM-HQ023) Napfogyatkozás szürke
",Raktáron,599 900 Ft,,,"AMD® Ryzen™ 7-5800HS 8-magos 3.2 GHz (16M Cache, up to 4.4 GHz)",Operációs rendszer nélkül,16GB DDR4 3200MHz RAM (2x8GB),512GB M.2 PCIe SSD,NVIDIA® GeForce™ RTX 3060 6GB GDDR6,"15.6"" QHD (2560 x 1440) matt LCD",165 Hz,300 nit,1000Mbps,802.11 ax,v 5.1,1 db,2 db,1 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású",4x 2.5 W-os hangszóró Okos erősítő technológiával 2 db 2 W-os tweeter + Beépített Array mikrofon,4 cellás 90Whr beépített,355.00x243.00x19.90 mm,1.90 kg,36 hónap,nincs,,,microSD,VR Ready,,,,,,
42,https://www.notebook.hu/asus-tuf-gaming-a15-fa506iu-fa506iu-hn476t-293285,"
Asus TUF Gaming A15 FA506IU (FA506IU-HN476T) Erődszürke
",Raktáron,449 900 Ft,,,"AMD® Ryzen™ 7-4800H 8-magos 2.9 GHz Mobile APU (8M Cache, up to 4.2 GHz)",Microsoft Windows 10 Home,8GB DDR4 3200MHz RAM,512GB M.2 PCIe SSD,NVIDIA® GeForce™ GTX 1660Ti 6GB GDDR6,"15.6"" FullHD (1920 x 1080) WideView matt LCD (144Hz)",144 Hz,250 nit,1000Mbps,802.11 ac,v 5,1 db,,1 db,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","Beépített hangszórók (2db 2W), DTS:X® Ultra",3 cellás 48Whr beépített,359.00x256.00x24.90 mm,2.30 kg,36 hónap,HD Webkamera (beépített),1 db,2 db,,VR Ready,,,,,,
43,https://www.notebook.hu/dell-vostro-15-3500-n3003vn3500emea01-2105-ubu-290068,"
DELL Vostro 15 3500 (N3003VN3500EMEA01_2105_UBU) fekete
",Raktáron,309 900 Ft,,,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Ubuntu (Linux),8GB DDR4 3200MHz RAM,256GB M.2 PCIe SSD,NVIDIA® GeForce™ MX330 2GB GDDR5,"15.6"" FullHD (1920 x 1080) matt WVA LCD",60 Hz,,1000Mbps,802.11 ac,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","Beépített hangszórók (2db 2W), Realtek ALC3204",3 cellás 42Whr beépített,363.96x249.00x19.00 mm,1.78 kg,36 hónap,HD Webkamera (beépített),1 db,2 db,"SD, SDHX, SDXC","Ujjlenyomat olvasó, TPM chip",,1 db,,,,
44,https://www.notebook.hu/hp-15s-fq0004nh-227j1ea-280449,"
HP 15s-fq0004nh (227J1EA) Szürke
",Raktáron,,Régi ár: 239 900 Ft,229 900 Ft,"Intel® Core™ i3-8130U Processor (4M Cache, up to 3.40 GHz)",Microsoft Windows 10 Home,8GB DDR4 2400MHz RAM,256GB M.2 PCIe SSD,Intel® UHD Graphics 620,"15.6"" FullHD (1920 x 1080) matt LCD",60 Hz,220 nit,,802.11 ac,v 5,1 db,,,Nem,Nem,USB (vásárolható),Magyar kiosztású,Dupla hangszóró,3 cellás 41Whr beépített,358.50x242.00x17.90 mm,1.65 kg,36 hónap,HP True Vision 720p HD kamera beépített digitális kétcsatornás mikrofonokkal,,2 db,"SD, SDHX, SDXC",,,1 db,,,,
45,https://www.notebook.hu/lg-gram-17-notebook-17z90p-g-aa55h-300647,"
LG gram 17 Notebook (17Z90P-G.AA55H) Obszidián fekete
",Raktáron,619 900 Ft,,,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Microsoft Windows 10 Home,16GB LPDDR4 4266MHz RAM,512GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"17"" WQXGA (2560 x 1600) IPS LCD",60 Hz,,,802.11 ax,v 5.1,1 db,2 db,2 db,Igen,Nem,USB (vásárolható),"Világítás, Magyar kiosztású",STEREO hangszórók 2.0W x 2 Max 5W(Smart Amp),80Whr beépített,380.20x260.10x17.80 mm,1.35 kg,36 hónap,HD Webkamera (beépített),,,microSD,"Ujjlenyomat olvasó, TPM chip",,,,,,
46,https://www.notebook.hu/msi-ge66-raider-10uh-9s7-154214-004,"
MSI GE66 Raider 10UH (9S7-154214-004) Fekete
",Raktáron,,Régi ár: 1 299 900 Ft,1 199 900 Ft,"Intel® Core™ i9-10980HK Processor (16M Cache, up to 5.30)",Microsoft Windows 10 Home,32GB (2x16) DDR4 3200MHz RAM,1000 GB NVMe PCIe Gen3x4 SSD,NVIDIA® GeForce™ RTX 3080 Max-Q 8GB GDDR6,"15.6"" FullHD (1920 x 1080) matt IPS LCD",300 Hz,,1000Mbps,802.11 ax,v 5,1 db,3 db,2 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","2x 2W Hangszóró, 1 Mic-in/Headphone-out Combo Jack",4 cellás 99.9Whr beépített,358.00x267.00x23.40 mm,2.38 kg,36 hónap,Beépített FHD (30fps@1080p) webkamera,,,"SD, SDHX, SDXC",,,,1 db,,,
47,https://www.notebook.hu/dell-g5-5500-g5500fi5wa1-285465,"
Dell G5 5500 (G5500FI5WA1) Fekete
",Raktáron,,Régi ár: 399 900 Ft,369 900 Ft,"Intel® Core™ i5-10300H Processor (8M Cache, up to 4.50 GHz)",Microsoft Windows 10 Home,8GB DDR4 2933MHz RAM,512GB M.2 PCIe SSD,NVIDIA® GeForce™ GTX 1650Ti 4GB GDDR6,"15.6"" FullHD (1920 x 1080) matt WVA LCD",60 Hz,250 nit,1000Mbps,802.11 ax,v 5.1,1 db,,1 db,Igen,Nem,USB (vásárolható),"Világítás, Magyar kiosztású",Realtek ALC3254 Nahimic 3D Audio technológia (2db 2W hangszóró) + dual tömbmikrofon,4 cellás 68Whr beépített,364.46x254.00x28.18 mm,2.55 kg,36 hónap,HD Webkamera (beépített),2 db,1 db,SD,,,,1 db,,,
48,https://www.notebook.hu/asus-rog-strix-g732lxs-g732lxs-hg014t,"
Asus ROG Strix SCAR 17 G732LXS (G732LXS-HG014T) Fekete
",Raktáron,1 138 900 Ft,,,"Intel® Core™ i7-10875H Processor (16M Cache, up to 5.10)",Microsoft Windows 10 Home,32GB (2x16) DDR4 3200MHz RAM,1000 GB M.2 NVMe™ PCIe® 3.0 SSD,NVIDIA® GeForce™ RTX 2080S (Super) 8GB GDDR6,"17.3"" FullHD (1920 x 1080) matt IPS LCD",300 Hz,300 nit,1000Mbps,802.11 ax,v 5.1,1 db,3 db,1 db,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","2 x 4.2W hangszórók Smart AMP technológiával, 1 db 3.5 mm combo audio jack",4 cellás 66Whr beépített,399.00x293.00x27.90 mm,2.99 kg,36 hónap,,,,,,,,,,,
49,https://www.notebook.hu/asus-zenbook-flip-13-ux363-ux363ja-em011t-290817,"
ASUS ZenBook Flip 13 UX363 (UX363JA-EM011T) Fenyő Szürke
",Raktáron,,Régi ár: 469 900 Ft,399 900 Ft,"Intel® Core™ i7-1065G7 Processor (8M Cache, up to 3.90)",Microsoft Windows 10 Home,16GB LPDDR4X RAM,512GB M.2 PCIe SSD,Intel® Iris Plus Graphics,"13.3"" FullHD (1920 x 1080) fényes Multi-Touch WideView LCD",60 Hz,300 nit,,802.11 ax,v 5,1 db,,2 db,Igen,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","Beépített hangszórók, SonicMaster, Harman / Kardon minősített + Beépített Array mikrofon, Cortana és Alexa hangfelismerő támogatással",4 cellás 67Whr beépített,305.00x211.00x11.90 mm,1.30 kg,36 hónap,HD kamera IR funkcióval a Windows Hello támogatására,,1 db,,TPM chip,"NumberPad támogatás, US MIL-STD 810G katonai szabvány",,,Multi-Touch,,
50,https://www.notebook.hu/hp-250-g8-27k00ea-291904,"
HP 250 G8 (27K00EA) Asztroszürke
",Raktáron,,Régi ár: 259 900 Ft,239 900 Ft,"Intel® Core™ i5-1035G1 Processor (6M Cache, Up to 3.60)",Operációs rendszer nélkül,8GB DDR4 2666MHz RAM,256GB M.2 PCIe SSD,Intel® UHD Graphics,"15.6"" FullHD (1920 x 1080) matt LCD",60 Hz,250 nit,1000Mbps,"802.11 b, g, n",v 4.2,1 db,,,Nem,Nem,USB (vásárolható),Magyar kiosztású,"Sztereó hangszórók, beépített digitális mikrofon",3 cellás 41Whr beépített,358.00x242.00x199.00 mm,1.74 kg,36 hónap,720p felbontású HD kamera,,2 db,"SD, SDHX, SDXC",TPM chip,,1 db,,,,
51,https://www.notebook.hu/lg-gram-17-notebook-17z90p-g-aa78h-300648,"
LG gram 17 Notebook (17Z90P-G.AA78H) Obszidián fekete
",Raktáron,799 900 Ft,,,"Intel® Core™ i7-1165G7 Processor (12M Cache, up to 4.70 GHz, with IPU)",Microsoft Windows 10 Home,16GB LPDDR4 4266MHz RAM,1TB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"17"" WQXGA (2560 x 1600) IPS LCD",60 Hz,,,802.11 ax,v 5.1,1 db,2 db,2 db,Igen,Nem,USB (vásárolható),"Világítás, Magyar kiosztású",STEREO hangszórók 2.0W x 2 Max 5W(Smart Amp),80Whr beépített,380.20x260.10x17.80 mm,1.35 kg,36 hónap,HD Webkamera (beépített),,,microSD,"Ujjlenyomat olvasó, TPM chip",,,,,,
52,https://www.notebook.hu/dell-g3-3500-g3500fi5ub1-281401,"
Dell G3 3500 (G3500FI5UB1) Fekete
",Raktáron,,Régi ár: 399 900 Ft,329 900 Ft,"Intel® Core™ i5-10300H Processor (8M Cache, up to 4.50 GHz)",Ubuntu (Linux),8GB DDR4 2933MHz RAM (2x4GB),512GB M.2 PCIe SSD,NVIDIA® GeForce™ GTX 1650Ti 4GB GDDR6,"15.6"" FullHD (1920 x 1080) matt WVA LCD",60 Hz,300 nit,1000Mbps,802.11 ac,v 5,1 db,,1 db,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású",Realtek ALC3254 Nahimic 3D Audio technológia (2db 2W hangszóró) + dual tömbmikrofon,3 cellás 51Whr beépített,364.46x254.00x21.60 mm,2.56 kg,36 hónap,HD Webkamera (beépített),2 db,1 db,SD,,,,,,,
53,https://www.notebook.hu/asus-zenbook-13-ux333fac-a3067t-c11573,"
Asus ZenBook 13 UX333FAC (UX333FAC-A3067T) Királykék
",Raktáron,,Régi ár: 349 900 Ft,309 900 Ft,"Intel® Core™ i5-10210U Processor (6M Cache, up to 4.10)",Microsoft Windows 10 Home,8GB LPDDR3 2133MHz RAM,512GB M.2 PCIe SSD,Intel® UHD Graphics 620,"13.3"" FullHD (1920 x 1080) Wide View matt LED",60 Hz,250 nit,,802.11 ac,v 5,1 db,1 db,1 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású",ASUS SonicMaster sztereó audio rendszer surround hanggal,3 cellás 50Whr beépített,302.00x189.00x17.60 mm,1.10 kg,36 hónap,HD IR/RGB Combo Camera,1 db,,microSD,TPM chip,,,,,,
54,https://www.notebook.hu/lenovo-ideapad-gaming-3-15arh05-82ey0076hv-279753,"
LENOVO IdeaPad Gaming 3-15ARH05 (82EY0076HV) Kék
",Raktáron,339 900 Ft,,,"AMD® Ryzen™ 5-4600H 6-magos 3.0 GHz Mobile APU (8M Cache, up to 4.0 GHz)",FreeDos,8GB DDR4 3200MHz RAM,128GB M.2 PCIe SSD + 1 TB HDD 5400 rpm,NVIDIA® GeForce™ GTX 1650 4GB GDDR6,"15.6"" FullHD (1920 x 1080) matt IPS LCD (120Hz)",120 Hz,250 nit,1000Mbps,802.11 ac,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","Beépített hangszórók (2db 1.5W), Dolby Audio",45Whr beépített,359.00x249.00x24.90 mm,2.20 kg,36 hónap,HD Webkamera (beépített),,2 db,,,,1 db,,,,
55,https://www.notebook.hu/dell-inspiron-15-3501-3501fi3wa1-284781,"
Dell Inspiron 15 3501 (3501FI3WA1) Szürke
",Raktáron,,Régi ár: 259 900 Ft,234 900 Ft,"Intel® Core™ i3-1005G1 Processor (4M Cache, Up to 3.40)",Microsoft Windows 10 Home in S mode,4GB DDR4 2666MHz RAM,256GB M.2 PCIe SSD,Intel® UHD Graphics,"15.6"" FullHD (1920 x 1080) matt WVA LCD",60 Hz,,1000Mbps,802.11 ac,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","Realtek ALC3204, Beépített hangszórók (2db 2W)",3 cellás 42Whr beépített,363.96x249.00x19.90 mm,,36 hónap,RGB HD Webkamera,,3 db,SD,,,,,,,
56,https://www.notebook.hu/lenovo-thinkbook-13s-iml-20rr002yhv,"
LENOVO ThinkBook 13s-IML (20RR002YHV) Ásványezüst
",Raktáron,,Régi ár: 329 900 Ft,289 900 Ft,"Intel® Core™ i5-10210U Processor (6M Cache, up to 4.10)",Operációs rendszer nélkül,8GB DDR4 2666MHz RAM,256GB M.2 2242 PCIe NVMe 3.0x2 SSD,Intel® UHD Graphics,"13.3"" FullHD (1920 x 1080) matt IPS LED",60 Hz,300 nit,,802.11 ac,v 5,1 db,2 db,1 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","HD Audio, Realtek ALC3287 codec, beépített hangszórók (2W x 2) Dolby Audio X3 + dual array beépített mikrofon",4 cellás 45Whr beépített,307.60x216.60x15.90 mm,1.32 kg,36 hónap,HD ThinkShutter Webkamera (beépített),,,,"Ujjlenyomat olvasó, TPM chip",,,,,,
57,https://www.notebook.hu/microsoft-surface-pro-7-vdv-00018-293159,"
Microsoft Surface Pro 7 (VDV-00018) Palatinum ezüst
",Raktáron,389 900 Ft,,,"Intel® Core™ i5-1035G4 Processor (6M Cache, up to 3.70 GHz)",Microsoft Windows 10 Professional,8GB LPDDR4X 3733MHz RAM,128GB M.2 PCIe SSD,Intel® Iris Plus Graphics,"12.3"" 2736 x 1824 PixelSense™ fényes Multi-Touch IPS LCD",60 Hz,,,802.11 ax,v 5,,1 db,1 db,Nem,Nem,USB (vásárolható),,1.6W stereo hangszórók Dolby® Audio™ Premium támogatással + Dual Studio Microfon,"akár 10.5 óra, normál használat mellett",292.00x201.00x8.50 mm,0.79 kg,36 hónap,5MP / FullHD 1080p előlapi kamera + 8MP / FullHD 1080p autófókuszos hátlapi kamera,,,microSD,"TPM chip, Dokkoló Port","Fényérzékelő, Gyorsulásmérő, Giroszkóp, Iránytű, Surface Connect port (1db), Surface Type Cover port (A Type Cover nem része a csomagnak!), Windows Hello arcfelismerés",,,Multi-Touch,,
58,https://www.notebook.hu/acer-travelmate-tmb118-m-c7xt-nx-vhpeu-001,"
Acer TravelMate B1 TMB118-M-C7XT (NX.VHPEU.001) Fekete
",Raktáron,143 900 Ft,,,"Intel® Celeron® Processor N4000 (4M Cache, up to 2.60 GHz)",FreeDos,4GB DDR4 2400MHz RAM,128 GB SSD,Intel® UHD Graphics 600,"11.6"" HD (1366 x 768) Acer ComfyView matt LCD",,,1000Mbps,"802.11 a, ac, b, g, n",v 4,1 db,,,Nem,Nem,USB (vásárolható),"Nincs numpad, Magyar kiosztású",Beépített sztereó hangszórók,4 cellás 48Whr beépített,291.00x211.00x22.30 mm,1.52 kg,36 hónap,Acer Crystal Eye HD webkamera HDR támogatással + dupla beépített digitális mikrofon,1 db,1 db,SD,,,,,,,
59,https://www.notebook.hu/asus-tuf-gaming-f15-fx506-fx506lu-hn002-289986,"
Asus TUF Gaming F15 FX506 (FX506LU-HN002) Erődszürke
",Raktáron,363 900 Ft,,,"Intel® Core™ i5-10300H Processor (8M Cache, up to 4.50 GHz)",Operációs rendszer nélkül,8GB DDR4 2933MHz RAM,512GB M.2 PCIe SSD,NVIDIA® GeForce™ GTX 1660Ti 6GB GDDR6,"15.6"" FullHD (1920 x 1080) WideView matt LCD (144Hz)",144 Hz,250 nit,,802.11 ax,v 5.1,1 db,,1 db,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","Beépített hangszórók (2db 2W), DTS:X® Ultra",3 cellás 48Whr beépített,359.00x256.00x24.90 mm,2.30 kg,36 hónap,HD Webkamera (beépített),1 db,2 db,,VR Ready,,,,,,
60,https://www.notebook.hu/asus-vivobook-s14-s433fl-s433fl-eb077t-298390,"
ASUS VivoBook S14 S433FL (S433FL-AM256) Lázadó fekete
",Raktáron,,Régi ár: 299 900 Ft,289 900 Ft,"Intel® Core™ i7-10510U Processor (8M Cache, up to 4.80)",Operációs rendszer nélkül,8GB DDR4 2666MHz RAM,256GB M.2 PCIe SSD,NVIDIA® GeForce™ MX250 2GB GDDR5,"14"" FullHD (1920 x 1080) WideView matt LCD",60 Hz,250 nit,,802.11 ax,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","ASUS SonicMaster sztereó audio rendszer surround hanggal; intelligens erősítővel a maximális hangteljesítményért + Array mikrofon Cortana hangfelismerési támogatással, Harman Kardon minősítés",3 cellás 50Whr beépített,324.90x213.50x15.90 mm,1.40 kg,36 hónap,HD Webkamera (beépített),2 db,1 db,microSD,TPM chip,NumberPad támogatás,1 db,,,,
